face,alpha_mod,dirx,diry,dirz,cx,cy,cz
3387,1.47728,0.64579,-0.747402,-0.156031,0.462549,-0.0921786,0.416613
3388,0.000796248,0.411834,0.386206,-0.825371,0.472592,-0.114501,0.42569
3389,0.811391,-0.655719,0.721578,-0.222167,0.480648,-0.128309,0.43257
3390,0.850491,-0.706895,0.637744,-0.305912,0.494072,-0.147171,0.444628
3391,0.851628,-0.768887,0.535877,-0.348782,0.509207,-0.163515,0.458232
3392,1.00401,-0.740455,0.438908,-0.509006,0.525794,-0.177061,0.473147
3393,1.13087,0.967652,-0.208659,-0.141811,0.54939,-0.190381,0.494958
3394,1.08767,-0.766383,0.194758,-0.612149,0.562173,-0.194885,0.505876
3395,0.995548,-0.839754,0.0644909,-0.539123,0.581341,-0.198859,0.523129
3396,0.000866513,-0.906207,-0.0248685,0.422103,0.600728,-0.199429,0.540585
3397,1.26224,-0.671499,-0.194779,-0.714947,0.620002,-0.196587,0.557944
3398,0.257255,-0.957311,-0.188178,0.21942,0.638832,-0.190381,0.57491
3399,0.400921,-0.945653,-0.304788,0.113332,0.656897,-0.180919,0.591192
3400,1.54741,0.816179,0.517448,0.257098,0.679015,-0.163515,0.611637
3401,0.0015136,-0.825413,-0.222972,0.518629,0.689514,-0.152921,0.620604
3402,1.53473,0.698164,0.700307,0.148782,0.707573,-0.128309,0.637298
3403,1.43496,-0.267567,-0.81572,-0.512844,0.715629,-0.114501,0.644179
3404,0.729726,0.751649,0.350749,-0.558569,0.728399,-0.0843573,0.655982
3405,0.267536,-0.694841,-0.528799,0.48741,0.733464,-0.0682786,0.660307
3406,0.153015,-0.668959,-0.44935,0.592096,0.738871,-0.0432113,0.665215
3407,0.674608,0.653584,0.344723,-0.673791,0.742205,-0.00870199,0.668297
3408,0.0347038,-0.562232,-0.34833,0.750041,0.792351,0.00870199,0.608004
3409,0.529778,0.574452,0.201482,-0.793354,0.788786,0.0432113,0.605194
3410,0.344399,0.614083,0.018449,-0.789026,0.78301,0.0682786,0.600726
3411,0.424446,-0.214753,-0.613042,0.760303,0.777622,0.0843573,0.596811
3412,0.410156,0.583182,0.0648645,-0.809747,0.763965,0.114501,0.586045
3413,0.950807,0.208153,0.433099,-0.876982,0.751022,0.134865,0.576083
3414,0.776426,0.26138,-0.593617,0.761117,0.741066,0.147171,0.56885
3415,0.493408,0.519801,0.0791972,-0.850608,0.719397,0.168359,0.551768
3416,0.427947,0.568851,0.0306334,-0.82187,0.701257,0.180919,0.53783
3417,0.378191,0.611309,0.00335675,-0.791385,0.68197,0.190381,0.523015
3418,1.11344,-0.0578648,0.131009,-0.989691,0.661866,0.196587,0.507579
3419,0.534054,0.251014,-0.0522133,0.966574,0.647907,0.198859,0.497437
3420,1.5531,-0.464913,-0.0598536,-0.883331,0.620594,0.198859,0.475905
3421,0.882629,0.572507,0.187864,0.798087,0.606634,0.196587,0.465763
3422,0.808552,0.295752,-0.120389,-0.947648,0.580252,0.187579,0.444965
3423,1.27439,-0.10817,-0.328626,-0.938245,0.561296,0.177061,0.430435
3424,1.19015,0.0169612,-0.37481,-0.926947,0.54359,0.163515,0.416867
3425,1.12462,0.12516,-0.405648,-0.905419,0.527434,0.147171,0.404493
3426,0.965746,0.301057,-0.3554,-0.884905,0.513105,0.128309,0.393526
3427,0.779533,0.465063,-0.242454,-0.85143,0.50085,0.107251,0.384152
3428,0.265679,-0.210918,0.616702,0.758414,0.49381,0.0921786,0.379037
3429,0.0377751,0.666646,0.421605,-0.61468,0.483358,0.0600213,0.370797
3430,0.769715,-0.0348862,0.937807,0.345399,0.479714,0.0432113,0.368149
3431,1.16355,0.458803,-0.609628,-0.646416,0.476149,0.00870199,0.365338
3432,1.00033,-0.0908648,0.995813,0.00999559,0.476149,-0.00870199,0.365338
3433,1.40092,0.505916,-0.76649,-0.395654,0.479714,-0.0432113,0.368149
3434,0.540944,-0.530895,0.816756,0.225966,0.483358,-0.0600213,0.370797
3435,0.0731143,0.42416,0.365158,-0.828702,0.49381,-0.0921786,0.379037
3436,0.132783,0.431463,0.285897,-0.85563,0.504534,-0.114501,0.387298
3437,0.889352,-0.634175,0.735919,-0.237161,0.513105,-0.128309,0.393526
3438,0.944535,-0.683428,0.650746,-0.330842,0.527434,-0.147171,0.404493
3439,0.962934,-0.741966,0.548952,-0.384887,0.54359,-0.163515,0.416867
3440,0.891529,-0.831907,0.429735,-0.351082,0.561296,-0.177061,0.430435
3441,1.38974,-0.572129,0.31211,-0.758456,0.580252,-0.187579,0.444965
3442,1.40887,0.982963,-0.16392,0.0831536,0.606634,-0.196587,0.465763
3443,0.744212,-0.969508,0.0596272,-0.237695,0.620594,-0.198859,0.475905
3444,1.42766,0.98934,0.0564501,0.13424,0.647907,-0.198859,0.497437
3445,0.777608,-0.954541,-0.178629,-0.238629,0.661866,-0.196587,0.507579
3446,1.33333,-0.65685,-0.318902,-0.683264,0.68197,-0.190381,0.523015
3447,0.374987,0.63052,0.00721913,-0.776139,0.707203,-0.177061,0.542909
3448,0.11136,-0.845122,-0.247695,0.473726,0.719397,-0.168359,0.551768
3449,1.5517,0.771429,0.616725,0.156674,0.741066,-0.147171,0.56885
3450,1.43243,-0.385048,-0.737315,-0.555072,0.751022,-0.134865,0.576083
3451,0.417025,-0.750337,-0.56633,0.340976,0.763965,-0.114501,0.586045
3452,0.464268,0.660529,0.121861,-0.740845,0.777622,-0.0843573,0.596811
3453,0.471138,-0.613357,-0.676729,0.407224,0.78301,-0.0682786,0.600726
3454,0.139767,-0.622335,-0.437761,0.648895,0.788786,-0.0432113,0.605194
3455,0.652963,0.602151,0.324371,-0.729518,0.792351,-0.00870199,0.608004
3456,0.343159,-0.403614,-0.615765,0.676705,0.837611,0.00870199,0.543963
3457,0.639874,0.477379,0.305737,-0.823792,0.833837,0.0432113,0.54144
3458,0.330625,-0.277594,-0.577281,0.767911,0.829997,0.0600213,0.539087
3459,0.452982,0.505415,0.11182,-0.8556,0.818931,0.0921786,0.531692
3460,0.824878,0.199342,-0.761443,0.616821,0.811511,0.107251,0.527146
3461,0.378253,0.532612,0.0308763,-0.845796,0.793906,0.134865,0.515383
3462,0.978944,0.076058,0.391565,-0.917001,0.778109,0.152921,0.505099
3463,0.597853,0.237623,-0.451609,0.859991,0.766336,0.163515,0.497884
3464,1.26637,0.774613,-0.441959,0.45238,0.74762,0.177061,0.485748
3465,0.859817,0.554402,-0.302862,0.775186,0.727583,0.187579,0.47275
3466,1.3902,-0.397234,0.165587,-0.902655,0.699649,0.196587,0.454086
3467,0.621178,0.406942,-0.0554541,0.911769,0.684938,0.198859,0.44507
3468,1.44366,-0.437361,-0.0565935,-0.897504,0.65602,0.198859,0.425748
3469,0.641139,0.434042,0.169692,0.884767,0.641308,0.196587,0.416732
3470,1.13639,0.781978,0.321606,0.533929,0.620055,0.190381,0.40292
3471,1.21662,-0.128508,-0.310976,-0.94169,0.593338,0.177061,0.385069
3472,0.753381,0.323824,-0.16597,-0.931446,0.57462,0.163515,0.372932
3473,1.15369,0.029455,-0.420606,-0.906765,0.557543,0.147171,0.361864
3474,1.05088,0.166481,-0.410511,-0.896529,0.5424,0.128309,0.352054
3475,0.934792,0.372095,0.822023,0.431073,0.533366,0.114501,0.346519
3476,0.642532,0.0985969,0.81314,0.573656,0.522027,0.0921786,0.339124
3477,1.48884,0.0817461,-0.791537,-0.605629,0.51096,0.0600213,0.33173
3478,0.771874,-0.00650421,0.938447,0.345362,0.50712,0.0432113,0.329376
3479,0.539451,-0.231446,0.863462,0.448182,0.503807,0.017404,0.32719
3480,1.54716,0.327767,-0.860981,-0.388949,0.503807,-0.017404,0.32719
3481,1.32944,0.495843,-0.72083,-0.484298,0.50712,-0.0432113,0.329376
3482,0.618051,-0.483518,0.851253,0.203907,0.51096,-0.0600213,0.33173
3483,0.138512,0.393785,0.31085,-0.865047,0.522027,-0.0921786,0.339124
3484,1.42262,0.700736,-0.671056,-0.242185,0.533366,-0.114501,0.346519
3485,1.17055,-0.505773,0.750118,-0.426046,0.5424,-0.128309,0.352054
3486,0.956311,-0.701977,0.651974,-0.286631,0.557543,-0.147171,0.361864
3487,1.4229,-0.494484,0.530635,-0.688413,0.57462,-0.163515,0.372932
3488,0.984315,-0.819759,0.437712,-0.369329,0.593338,-0.177061,0.385069
3489,1.09332,0.923932,-0.199324,-0.326525,0.620055,-0.190381,0.40292
3490,0.0984605,0.276613,0.0602883,-0.959089,0.641308,-0.196587,0.416732
3491,1.13133,-0.850833,0.0654407,-0.521344,0.65602,-0.198859,0.425748
3492,1.42948,0.996714,0.0565074,0.0580413,0.684938,-0.198859,0.44507
3493,0.681943,-0.983002,-0.170295,-0.068604,0.699649,-0.196587,0.454086
3494,1.1553,0.949898,0.227907,-0.213896,0.727583,-0.187579,0.47275
3495,1.26657,0.929581,0.348877,-0.119009,0.74762,-0.177061,0.485748
3496,0.275239,0.502046,-0.0417845,-0.863831,0.766336,-0.163515,0.497884
3497,1.46318,-0.477931,-0.641334,-0.600228,0.778109,-0.152921,0.505099
3498,0.39988,-0.779653,-0.505528,0.369571,0.793906,-0.134865,0.515383
3499,0.00900775,0.380231,-0.264035,-0.886403,0.811511,-0.107251,0.527146
3500,0.213269,-0.665506,-0.462158,0.586099,0.818931,-0.0921786,0.531692
3501,0.501862,0.59391,0.166695,-0.787073,0.829997,-0.0600213,0.539087
3502,0.0270414,-0.577453,-0.336249,0.743966,0.833837,-0.0432113,0.54144
3503,0.339131,0.556438,0.0172168,-0.830711,0.837611,-0.00870199,0.543963
3504,0.414092,0.481312,0.0918814,-0.87172,0.877222,0.017404,0.47627
3505,0.341965,0.485273,0.0187124,-0.874162,0.873748,0.0432113,0.474349
3506,0.530997,-0.108677,-0.715159,0.690461,0.869735,0.0600213,0.472304
3507,0.440465,-0.0832587,-0.623447,0.77742,0.861411,0.0843573,0.467816
3508,1.04779,0.0508493,0.545713,-0.836428,0.846237,0.114501,0.459319
3509,0.596592,0.171622,-0.604592,0.777826,0.836797,0.128309,0.454509
3510,0.934159,0.0405096,0.367468,-0.929154,0.81534,0.152921,0.442492
3511,0.497879,0.221021,-0.416998,0.881625,0.803038,0.163515,0.436224
3512,0.930697,-0.0127126,0.239603,-0.970788,0.776758,0.180919,0.421507
3513,0.642328,0.439784,-0.27237,0.855806,0.762432,0.187579,0.414207
3514,0.996453,-0.0982136,0.113222,-0.988704,0.73312,0.196587,0.397792
3515,0.468828,0.338644,-0.0495227,0.93961,0.717745,0.198859,0.389958
3516,1.38526,-0.455385,-0.0545717,-0.88862,0.6874,0.198859,0.372964
3517,0.558124,0.430078,0.161115,0.888299,0.672027,0.196587,0.36513
3518,0.681207,0.263235,-0.0815276,-0.961281,0.642716,0.187579,0.348715
3519,1.4524,-0.406659,-0.375934,-0.832648,0.62172,0.177061,0.33733
3520,0.779244,0.519806,0.523783,0.674872,0.608292,0.168359,0.330487
3521,1.21597,-0.0925185,-0.451401,-0.887512,0.584217,0.147171,0.317004
3522,0.572359,0.252761,0.650867,0.715879,0.573252,0.134865,0.311417
3523,1.13581,0.0943646,-0.504707,-0.858118,0.554778,0.107251,0.301072
3524,0.27984,-0.0809452,0.625864,0.77572,0.547025,0.0921786,0.297122
3525,1.02055,0.284117,-0.471687,-0.834739,0.535412,0.0600213,0.290618
3526,0.637888,0.461492,-0.131043,-0.877412,0.529949,0.0346586,0.287684
3527,0.064541,-0.380316,0.539189,0.751422,0.527925,0.017404,0.286653
3528,0.432185,0.483034,0.0738945,-0.872478,0.527925,-0.017404,0.286653
3529,1.43345,0.0163094,0.915665,-0.401612,0.529949,-0.0346586,0.287684
3530,1.09724,-0.267648,0.946697,-0.179246,0.535412,-0.0600213,0.290618
3531,0.391752,0.447413,0.0901124,-0.889776,0.547025,-0.0921786,0.297122
3532,1.06182,-0.496658,0.831407,-0.249185,0.554778,-0.107251,0.301072
3533,0.0217201,0.18852,0.328398,-0.925535,0.573252,-0.134865,0.311417
3534,0.912629,-0.738366,0.646969,-0.190386,0.584217,-0.147171,0.317004
3535,1.34421,0.871442,-0.433383,-0.229711,0.608292,-0.168359,0.330487
3536,0.653618,-0.919576,0.392669,0.0138607,0.62172,-0.177061,0.33733
3537,1.45777,-0.636348,0.306094,-0.708073,0.642716,-0.187579,0.348715
3538,1.33855,0.977597,-0.15608,-0.141221,0.672027,-0.196587,0.36513
3539,1.1445,0.949206,-0.0443654,-0.311512,0.69482,-0.199429,0.37751
3540,1.41709,0.997888,0.0560917,-0.0327542,0.717745,-0.198859,0.389958
3541,1.00114,-0.933182,-0.19165,-0.304041,0.73312,-0.196587,0.397792
3542,1.45469,0.95861,0.284699,0.00367173,0.762432,-0.187579,0.414207
3543,1.16197,-0.805907,-0.442043,-0.393843,0.776758,-0.180919,0.421507
3544,0.205249,0.378523,-0.0804535,-0.922089,0.803038,-0.163515,0.436224
3545,1.34227,-0.595463,-0.655301,-0.464764,0.81534,-0.152921,0.442492
3546,0.19306,0.400967,-0.108038,-0.9097,0.836797,-0.128309,0.454509
3547,1.36025,-0.421654,-0.825539,-0.375091,0.846237,-0.114501,0.459319
3548,0.242349,0.45384,-0.0767372,-0.887773,0.861411,-0.0843573,0.467816
3549,0.151421,0.432898,-0.163479,-0.886495,0.869735,-0.0600213,0.472304
3550,0.242688,-0.503691,-0.525614,0.685584,0.873748,-0.0432113,0.474349
3551,0.24419,-0.442999,-0.535175,0.719263,0.877222,-0.017404,0.47627
3552,0.342151,0.417357,0.0202271,-0.908517,0.911886,0.017404,0.405975
3553,0.135237,-0.297205,-0.433778,0.850592,0.909787,0.0346586,0.405106
3554,0.617724,0.316623,0.27334,-0.908314,0.901613,0.0682786,0.401338
3555,0.130444,-0.197783,-0.396972,0.896267,0.895459,0.0843573,0.398789
3556,1.00562,0.0126855,0.518757,-0.854828,0.879667,0.114501,0.391508
3557,0.407882,0.0980815,-0.50995,0.854594,0.869879,0.128309,0.387454
3558,1.12949,0.638334,-0.656447,0.402004,0.853386,0.147171,0.380134
3559,1.12148,0.709926,-0.553152,0.435922,0.834789,0.163515,0.371874
3560,1.14661,0.785197,-0.441634,0.43408,0.814403,0.177061,0.362814
3561,1.1456,0.834433,-0.321101,0.447901,0.79258,0.187579,0.35311
3562,1.15791,0.875434,-0.195116,0.442206,0.769692,0.194885,0.342928
3563,0.772384,0.664367,-0.0600708,0.744989,0.746129,0.198859,0.332442
3564,1.38703,-0.525145,-0.0546347,-0.849257,0.714544,0.198859,0.317881
3565,0.843473,0.717157,0.185639,0.671732,0.698603,0.196587,0.311278
3566,0.693052,0.590069,0.289197,0.75378,0.675452,0.190381,0.300962
3567,1.36104,-0.397113,-0.353067,-0.847139,0.64627,0.177061,0.28751
3568,0.49018,0.362947,0.448992,0.816502,0.632346,0.168359,0.281742
3569,1.13693,0.69417,0.659345,0.288778,0.61313,0.152921,0.273166
3570,1.00773,0.558686,0.749095,0.355987,0.595919,0.134865,0.26548
3571,0.804406,0.238363,-0.262173,-0.93512,0.576691,0.107251,0.256616
3572,0.438538,0.0720443,0.719537,0.690707,0.568651,0.0921786,0.253286
3573,1.01156,0.221897,-0.464282,-0.857441,0.556564,0.0600213,0.247714
3574,0.453618,-0.0961641,0.80206,0.589451,0.552402,0.0432113,0.24599
3575,0.252774,-0.262894,0.68678,0.677658,0.548788,0.017404,0.244348
3576,0.0707481,0.354535,0.421009,-0.834899,0.548788,-0.017404,0.244348
3577,1.41162,0.397257,-0.772983,-0.494656,0.552402,-0.0432113,0.24599
3578,0.82473,-0.385161,0.918297,0.0915532,0.556564,-0.0600213,0.247714
3579,0.475869,0.411987,0.0148144,-0.911069,0.568651,-0.0921786,0.253286
3580,1.30477,-0.401954,0.812041,-0.42311,0.576691,-0.107251,0.256616
3581,1.03498,0.673041,-0.400401,-0.621848,0.595919,-0.134865,0.26548
3582,0.894427,0.666064,-0.276286,-0.692838,0.61313,-0.152921,0.273166
3583,1.55774,0.862429,-0.497298,-0.0943925,0.632346,-0.168359,0.281742
3584,0.675455,-0.915526,0.397042,0.0645677,0.64627,-0.177061,0.28751
3585,1.29509,0.927245,-0.245853,-0.282443,0.675452,-0.190381,0.300962
3586,0.991801,0.838013,-0.106902,-0.535075,0.698603,-0.196587,0.311278
3587,0.949508,0.830189,-0.0341895,-0.556432,0.722297,-0.199429,0.321832
3588,1.25192,0.9608,0.0497733,-0.272739,0.746129,-0.198859,0.332442
3589,0.892257,0.802732,0.0960674,-0.588551,0.769692,-0.194885,0.342928
3590,0.913607,0.804233,0.166978,-0.570375,0.79258,-0.187579,0.35311
3591,0.900567,0.7787,0.22827,-0.584396,0.814403,-0.177061,0.362814
3592,0.928797,0.763219,0.303844,-0.570242,0.834789,-0.163515,0.371874
3593,1.12346,0.777695,0.463953,-0.424191,0.853386,-0.147171,0.380134
3594,0.290128,0.39003,-0.0353892,-0.920122,0.869879,-0.128309,0.387454
3595,1.32384,-0.466853,-0.828654,-0.308838,0.879667,-0.114501,0.391508
3596,0.578533,0.505099,0.222393,-0.833916,0.895459,-0.0843573,0.398789
3597,0.0395518,-0.495145,-0.33756,0.800553,0.901613,-0.0682786,0.401338
3598,0.478178,0.440985,0.151711,-0.884599,0.909787,-0.0346586,0.405106
3599,0.299382,-0.374998,-0.580814,0.722517,0.911886,-0.017404,0.405975
3600,0.104589,-0.28973,-0.412771,0.863526,0.941454,0.00870199,0.333396
3601,0.781549,0.00766972,-0.876085,0.482096,0.938767,0.0346586,0.332476
3602,0.379902,0.329035,0.0520409,-0.942883,0.930322,0.0682786,0.32936
3603,0.0126672,-0.187668,-0.299706,0.935392,0.923987,0.0843573,0.327302
3604,0.84582,0.0454261,0.408723,-0.911527,0.907672,0.114501,0.321284
3605,0.416784,0.170968,-0.51485,0.840059,0.897596,0.128309,0.31801
3606,0.219233,0.430729,-0.0816409,-0.898781,0.874523,0.152921,0.309498
3607,0.24103,0.429231,-0.060725,-0.901151,0.854693,0.168359,0.302456
3608,0.192359,0.480602,-0.0732637,-0.873873,0.833133,0.180919,0.294805
3609,0.281255,0.421559,-0.0277834,-0.906375,0.810213,0.190381,0.286676
3610,0.662371,0.0738772,0.0548066,-0.99576,0.786323,0.196587,0.278208
3611,0.383316,0.405039,-0.0456827,0.913158,0.769912,0.198859,0.272876
3612,0.619973,0.133717,-0.0142778,-0.990917,0.737282,0.198859,0.260839
3613,0.670295,0.0999837,-0.0497921,-0.993742,0.71297,0.194885,0.252234
3614,0.326862,0.353846,0.219641,0.909148,0.696982,0.190381,0.247039
3615,0.897559,-0.0633226,-0.196489,-0.978459,0.666836,0.177061,0.235917
3616,0.245861,0.234423,0.356387,0.904453,0.652502,0.168359,0.23126
3617,0.421901,0.374253,0.0265903,-0.926945,0.626615,0.147171,0.22171
3618,0.634673,0.242438,-0.120632,-0.962638,0.609599,0.128309,0.215706
3619,0.189246,0.0540604,0.518381,0.853439,0.599523,0.114501,0.212432
3620,0.44744,0.364407,0.0402947,-0.930367,0.583207,0.0843573,0.206414
3621,0.312386,0.396067,0.175868,-0.901222,0.574284,0.0600213,0.203283
3622,0.389011,0.364807,0.112427,-0.924271,0.568428,0.0346586,0.20124
3623,0.205425,-0.222062,0.651756,0.725191,0.566267,0.017404,0.200538
3624,0.719218,0.351252,-0.210848,-0.912231,0.566267,-0.017404,0.200538
3625,1.49802,-0.0215743,0.89106,-0.453373,0.568428,-0.0346586,0.20124
3626,1.53136,-0.116466,0.848685,-0.515916,0.574284,-0.0600213,0.203283
3627,0.00603128,0.112129,0.419274,-0.900908,0.586771,-0.0921786,0.20789
3628,0.0992409,0.125444,0.311931,-0.941787,0.599523,-0.114501,0.212432
3629,1.27454,-0.547582,0.7403,-0.390013,0.609599,-0.128309,0.215706
3630,1.54075,-0.495353,0.598966,-0.629178,0.626615,-0.147171,0.22171
3631,0.144844,0.0956929,0.167077,-0.981289,0.652502,-0.168359,0.23126
3632,1.07263,-0.860699,0.441804,-0.252995,0.666836,-0.177061,0.235917
3633,0.11337,0.0571587,0.0985794,-0.993486,0.696982,-0.190381,0.247039
3634,1.35033,-0.83722,0.191646,-0.512186,0.71297,-0.194885,0.252234
3635,0.0323761,-0.706705,0.0274568,0.706975,0.737282,-0.198859,0.260839
3636,0.201981,0.166341,-0.0121546,-0.985993,0.769912,-0.198859,0.272876
3637,1.43624,-0.809686,-0.189483,-0.555431,0.786323,-0.196587,0.278208
3638,0.207452,-0.773679,-0.174966,0.60894,0.810213,-0.190381,0.286676
3639,0.283466,-0.781026,-0.265073,0.565451,0.833133,-0.180919,0.294805
3640,0.21663,-0.710892,-0.298608,0.636762,0.854693,-0.168359,0.302456
3641,0.23379,-0.674792,-0.359889,0.64431,0.874523,-0.152921,0.309498
3642,0.0445075,0.152987,-0.217009,-0.964107,0.897596,-0.128309,0.31801
3643,1.56828,-0.380893,-0.786922,-0.485463,0.907672,-0.114501,0.321284
3644,0.489669,0.40836,0.144383,-0.90133,0.923987,-0.0843573,0.327302
3645,0.0866136,-0.437787,-0.378812,0.81538,0.930322,-0.0682786,0.32936
3646,0.0184385,0.275394,-0.294014,-0.915267,0.938767,-0.0346586,0.332476
3647,0.250021,0.34081,-0.0716413,-0.937399,0.941454,-0.00870199,0.333396
3648,0.187478,-0.206313,-0.486569,0.848932,0.96471,0.00870199,0.258503
3649,0.624102,0.203551,0.290998,-0.934819,0.960341,0.0432113,0.25727
3650,0.594952,0.0815025,-0.753356,0.652542,0.955961,0.0600213,0.256219
3651,0.512126,0.135646,-0.668035,0.731662,0.946819,0.0843573,0.253798
3652,0.116267,0.379586,-0.178089,-0.907854,0.930082,0.114501,0.249078
3653,0.237514,0.333226,-0.0748497,-0.939871,0.914311,0.134865,0.244828
3654,0.563167,0.402206,-0.519338,0.754001,0.902345,0.147171,0.241955
3655,1.04161,0.739095,-0.546983,0.393126,0.882684,0.163515,0.236706
3656,1.03189,0.800392,-0.435447,0.412018,0.861133,0.177061,0.230946
3657,0.69907,0.666934,-0.281634,0.689841,0.838061,0.187579,0.224776
3658,1.1471,0.930485,-0.195034,0.310097,0.813861,0.194885,0.2183
3659,0.940568,0.867556,-0.0635887,0.493257,0.788949,0.198859,0.211628
3660,0.890299,0.84782,0.062935,0.526535,0.76375,0.199429,0.204877
3661,1.03528,0.903448,0.193761,0.382411,0.738697,0.196587,0.19816
3662,0.880523,0.808219,0.310368,0.500453,0.714216,0.190381,0.191593
3663,0.842822,0.749187,0.424081,0.508797,0.690729,0.180919,0.185288
3664,0.761056,0.65338,0.520292,0.549901,0.668636,0.168359,0.179353
3665,0.675789,0.542867,0.598786,0.588855,0.648314,0.152921,0.173889
3666,0.814139,0.533216,0.722186,0.440599,0.630112,0.134865,0.16899
3667,0.669015,0.378225,0.760018,0.528506,0.614342,0.114501,0.16474
3668,0.699345,0.294731,0.833351,0.467611,0.601273,0.0921786,0.161211
3669,0.883115,0.252856,0.93021,0.266032,0.591128,0.0682786,0.158465
3670,0.389996,-0.0237809,0.764564,0.64411,0.584083,0.0432113,0.156547
3671,0.836245,0.236424,-0.323275,-0.916295,0.579714,0.00870199,0.155315
3672,0.0702116,-0.261862,0.543957,0.797207,0.579714,-0.00870199,0.155315
3673,0.0781871,0.169723,0.405043,-0.898406,0.584083,-0.0432113,0.156547
3674,1.27971,0.410464,-0.666363,-0.622478,0.591128,-0.0682786,0.158465
3675,1.39944,0.502274,-0.706593,-0.498444,0.601273,-0.0921786,0.161211
3676,1.21382,0.558724,-0.554653,-0.616594,0.614342,-0.114501,0.16474
3677,1.06331,0.578337,-0.418296,-0.700397,0.630112,-0.134865,0.16899
3678,1.22538,0.696175,-0.455909,-0.554515,0.648314,-0.152921,0.173889
3679,1.17507,0.733705,-0.368566,-0.570821,0.668636,-0.168359,0.179353
3680,1.14094,0.765227,-0.28627,-0.576608,0.690729,-0.180919,0.185288
3681,1.1134,0.788645,-0.204357,-0.579894,0.714216,-0.190381,0.191593
3682,1.04172,0.775048,-0.114922,-0.621365,0.738697,-0.196587,0.19816
3683,1.22391,0.889052,-0.0480474,-0.455278,0.76375,-0.199429,0.204877
3684,1.10454,0.835106,0.0429808,-0.548407,0.788949,-0.198859,0.211628
3685,0.88672,0.696961,0.0951286,-0.710771,0.813861,-0.194885,0.2183
3686,1.35013,0.908714,0.267529,-0.320416,0.838061,-0.187579,0.224776
3687,0.985296,0.725986,0.259572,-0.636841,0.861133,-0.177061,0.230946
3688,0.953931,0.677532,0.315421,-0.664425,0.882684,-0.163515,0.236706
3689,1.36979,0.759411,0.564278,-0.32386,0.902345,-0.147171,0.241955
3690,0.0314785,-0.481795,-0.271048,0.833311,0.914311,-0.134865,0.244828
3691,1.57016,0.593801,0.786041,-0.171873,0.934689,-0.107251,0.250575
3692,1.54859,0.49269,0.842581,-0.217518,0.946819,-0.0843573,0.253798
3693,1.21472,0.411112,0.73576,-0.538186,0.955961,-0.0600213,0.256219
3694,1.4355,0.288325,0.879659,-0.378244,0.961959,-0.0346586,0.257796
3695,0.0979129,0.250695,-0.221619,-0.942357,0.96471,-0.00870199,0.258503
3696,0.33584,0.194177,0.0139341,-0.980868,0.981463,0.017404,0.181883
3697,1.49018,-0.099227,0.90205,-0.420071,0.977566,0.0432113,0.18113
3698,0.633929,0.0900371,0.288001,-0.953388,0.970391,0.0682786,0.179771
3699,0.455592,0.167762,-0.633142,0.755637,0.963813,0.0843573,0.178729
3700,0.679816,0.358305,-0.70511,0.611913,0.951469,0.107251,0.176468
3701,0.401588,0.291052,-0.506458,0.811658,0.936293,0.128309,0.17368
3702,0.346051,0.193076,0.00180212,-0.981182,0.912172,0.152921,0.168882
3703,0.196583,0.317788,-0.085211,-0.944325,0.891485,0.168359,0.165029
3704,0.399554,0.158966,0.018086,-0.987118,0.868993,0.180919,0.160845
3705,0.11151,0.255147,-0.148308,0.95546,0.853112,0.187579,0.15833
3706,0.177437,0.382618,-0.0388574,-0.923089,0.820163,0.196587,0.151776
3707,0.0548671,0.504958,-0.0214563,-0.862877,0.794659,0.199429,0.147045
3708,0.072336,0.499874,0.0210913,-0.865841,0.769009,0.198859,0.142291
3709,0.105926,0.476184,0.0589,-0.877371,0.74365,0.194885,0.137595
3710,0.184818,0.41031,0.0764741,-0.908734,0.719017,0.187579,0.133039
3711,1.55071,-0.702768,-0.397045,-0.590315,0.695532,0.177061,0.128697
3712,1.50451,-0.612647,-0.483379,-0.625306,0.673596,0.163515,0.124647
3713,1.53844,-0.55624,-0.580533,-0.594625,0.653583,0.147171,0.120956
3714,1.53725,-0.470274,-0.657475,-0.588702,0.635838,0.128309,0.117689
3715,1.42925,-0.327391,-0.674312,-0.661905,0.620662,0.107251,0.1149
3716,0.437869,0.218405,0.0488623,-0.974634,0.608318,0.0843573,0.112639
3717,0.685844,0.133245,-0.175759,-0.975374,0.599014,0.0600213,0.110943
3718,0.166704,-0.0340514,0.609521,0.792038,0.594565,0.0432113,0.110238
3719,0.562803,0.191128,-0.0563496,-0.979946,0.590112,0.00870199,0.109352
3720,0.226204,-0.187944,0.667302,0.720684,0.590112,-0.00870199,0.109352
3721,0.540817,0.202034,-0.0362218,-0.978708,0.594565,-0.0432113,0.110238
3722,1.311,-0.259813,0.920002,-0.293419,0.599014,-0.0600213,0.110943
3723,0.436793,-0.464042,0.718618,0.517931,0.608318,-0.0843573,0.112639
3724,0.412259,-0.547143,0.649373,0.528157,0.620662,-0.107251,0.1149
3725,0.297101,-0.59022,0.523935,0.614111,0.635838,-0.128309,0.117689
3726,0.327057,-0.660712,0.468215,0.586715,0.653583,-0.147171,0.120956
3727,0.423203,-0.750209,0.426056,0.505631,0.673596,-0.163515,0.124647
3728,0.402582,-0.785194,0.329635,0.524223,0.695532,-0.177061,0.128697
3729,0.382271,-0.805722,0.232316,0.544831,0.719017,-0.187579,0.133039
